Polling Firm,Commissioners,Fieldwork Start,Fieldwork End,Scope,Sample Size,Sample Size Qualification,Participation,Precision,Party,Percent,Party_Gr,Party_En,Acronym
RASS,Action 24,2022-11-28,2022-12-02,National,1002,Provided,Not Available,0.1%,EL,0.043,Ελληνική Λύση,EL,ΕΛ
GPO,Star TV,2022-11-24,2022-11-28,National,1200,Provided,Not Available,0.1%,EL,0.039,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2022-11-22,2022-11-27,National,1030,Provided,Not Available,0.1%,EL,0.047,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2022-11-19,2022-11-22,National,1905,Provided,Not Available,0.1%,EL,0.048,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-11-19,2022-11-22,National,1205,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-11-17,2022-11-21,National,1605,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
Alco,Alpha TV,2022-11-14,2022-11-18,National,1000,Provided,Not Available,0.1%,EL,0.057,Ελληνική Λύση,EL,ΕΛ
GPO,Παραπολιτικά,2022-11-08,2022-11-10,National,1000,Provided,Not Available,0.1%,EL,0.042,Ελληνική Λύση,EL,ΕΛ
MRB,Open TV,2022-10-31,2022-11-02,National,1000,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-10-23,2022-10-25,National,1207,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2022-10-18,2022-10-22,National,1050,Provided,Not Available,0.1%,EL,0.051,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-10-13,2022-10-19,National,1575,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2022-10-12,2022-10-15,National,1200,Provided,Not Available,0.1%,EL,0.044000000000000004,Ελληνική Λύση,EL,ΕΛ
Alco,Alpha TV,2022-10-10,2022-10-14,National,1002,Provided,Not Available,0.1%,EL,0.057999999999999996,Ελληνική Λύση,EL,ΕΛ
MRB,Newsbomb,2022-10-10,2022-10-12,National,1000,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-09-22,2022-09-27,National,1455,Provided,Not Available,0.1%,EL,0.055999999999999994,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Mega TV,2022-09-22,2022-09-26,National,1300,Provided,Not Available,0.1%,EL,0.059000000000000004,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2022-09-20,2022-09-24,National,1166,Provided,Not Available,0.1%,EL,0.047,Ελληνική Λύση,EL,ΕΛ
Palmos Analysis,The Caller,2022-09-20,2022-09-23,National,1027,Provided,Not Available,0.1%,EL,0.048,Ελληνική Λύση,EL,ΕΛ
Alco,Alpha TV,2022-09-19,2022-09-23,National,1001,Provided,Not Available,0.1%,EL,0.05,Ελληνική Λύση,EL,ΕΛ
MRB,Open TV,2022-09-19,2022-09-21,National,1000,Provided,Not Available,0.1%,EL,0.05,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-09-18,2022-09-20,National,1012,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-09-12,2022-09-15,National,1105,Provided,Not Available,0.1%,EL,0.045,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,Mononews,2022-09-12,2022-09-14,National,1004,Provided,Not Available,0.1%,EL,0.057,Ελληνική Λύση,EL,ΕΛ
GPO,Παραπολιτικά,2022-09-12,2022-09-14,National,1000,Provided,Not Available,0.1%,EL,0.046,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-09-08,2022-09-09,National,1006,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2022-09-02,2022-09-05,National,1010,Provided,Not Available,0.1%,EL,0.042,Ελληνική Λύση,EL,ΕΛ
MRB,Newsbomb,2022-08-31,2022-09-05,National,1000,Provided,Not Available,0.1%,EL,0.054000000000000006,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Mega TV,2022-08-29,2022-08-31,National,1003,Provided,Not Available,0.1%,EL,0.042,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-08-23,2022-08-29,National,1569,Provided,Not Available,0.1%,EL,0.06,Ελληνική Λύση,EL,ΕΛ
Marc,Πρώτο ΘΕΜΑ,2022-08-22,2022-08-25,National,1001,Provided,Not Available,0.1%,EL,0.057,Ελληνική Λύση,EL,ΕΛ
GPO,Τα Νέα,2022-08-22,2022-08-24,National,1000,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2022-07-21,2022-07-24,National,1300,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Marc,Πρώτο ΘΕΜΑ,2022-07-16,2022-07-20,National,1009,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,tomanifesto.gr,2022-07-12,2022-07-15,National,1015,Provided,Not Available,0.1%,EL,0.055999999999999994,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-07-11,2022-07-13,National,1351,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-07-04,2022-07-06,National,1305,Provided,Not Available,0.1%,EL,0.055999999999999994,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2022-06-27,2022-07-04,National,1400,Provided,Not Available,0.1%,EL,0.059000000000000004,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2022-06-28,2022-07-01,National,1200,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
MRB,,2022-06-22,2022-06-30,National,2000,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2022-06-22,2022-06-25,National,1059,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-06-06,2022-06-08,National,1206,Provided,Not Available,0.1%,EL,0.045,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2022-05-30,2022-06-01,National,1070,Provided,Not Available,0.1%,EL,0.040999999999999995,Ελληνική Λύση,EL,ΕΛ
Κάπα Research,,2022-05-27,2022-06-01,National,1004,Provided,Not Available,0.1%,EL,0.047,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-05-24,2022-05-31,National,1485,Provided,Not Available,0.1%,EL,0.059000000000000004,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2022-05-23,2022-05-28,National,1000,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Mega TV,2022-05-16,2022-05-23,National,1300,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2022-05-18,2022-05-22,National,1037,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
MRB,Newsbomb,2022-05-16,2022-05-18,National,1004,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
GPO,Τα Νέα,2022-05-16,2022-05-18,National,1000,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,tomanifesto.gr,2022-05-11,2022-05-13,National,1001,Provided,Not Available,0.1%,EL,0.063,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-05-09,2022-05-11,National,1206,Provided,Not Available,0.1%,EL,0.045,Ελληνική Λύση,EL,ΕΛ
Marc,Πρώτο ΘΕΜΑ,2022-05-07,2022-05-11,National,1014,Provided,Not Available,0.1%,EL,0.051,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-05-04,2022-05-09,National,1485,Provided,Not Available,0.1%,EL,0.062,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2022-05-04,2022-05-07,National,1200,Provided,Not Available,0.1%,EL,0.054000000000000006,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2022-04-26,2022-04-30,National,1000,Provided,Not Available,0.1%,EL,0.057,Ελληνική Λύση,EL,ΕΛ
DATA RC,Πελοπόννησος & Dnews,2022-03-28,2022-04-15,National,1026,Provided,Not Available,0.1%,EL,0.045,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2022-04-08,2022-04-11,National,1236,Provided,Not Available,0.1%,EL,0.040999999999999995,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-03-30,2022-04-05,National,1410,Provided,Not Available,0.1%,EL,0.055999999999999994,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,Mononews,2022-03-30,2022-04-01,National,1001,Provided,Not Available,0.1%,EL,0.057,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-03-27,2022-03-29,National,1207,Provided,Not Available,0.1%,EL,0.046,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2022-03-21,2022-03-26,National,1000,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
MRB,Newsbomb,2022-03-18,2022-03-26,National,1000,Provided,Not Available,0.1%,EL,0.06,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Mega TV,2022-03-16,2022-03-21,National,1304,Provided,Not Available,0.1%,EL,0.059000000000000004,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2022-03-16,2022-03-21,National,1070,Provided,Not Available,0.1%,EL,0.054000000000000006,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2022-03-11,2022-03-14,National,1000,Provided,Not Available,0.1%,EL,0.040999999999999995,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2022-03-09,2022-03-11,National,1000,Provided,Not Available,0.1%,EL,0.049,Ελληνική Λύση,EL,ΕΛ
Marc,Πρώτο ΘΕΜΑ,2022-03-08,2022-03-10,National,1026,Provided,Not Available,0.1%,EL,0.054000000000000006,Ελληνική Λύση,EL,ΕΛ
Abacus Research,Alpha TV,2022-03-02,2022-03-08,National,1026,Provided,Not Available,0.1%,EL,0.045,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-03-02,2022-03-06,National,1405,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-02-25,2022-02-28,National,1205,Provided,Not Available,0.1%,EL,0.045,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2022-02-14,2022-02-18,National,1000,Provided,Not Available,0.1%,EL,0.042,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-02-10,2022-02-14,National,1406,Provided,Not Available,0.1%,EL,0.055999999999999994,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2022-02-08,2022-02-12,National,1037,Provided,Not Available,0.1%,EL,0.054000000000000006,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,tomanifesto.gr,2022-02-07,2022-02-12,National,1251,Provided,Not Available,0.1%,EL,0.049,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2022-01-31,2022-02-03,National,1000,Provided,Not Available,0.1%,EL,0.045,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2022-01-28,2022-01-31,National,1000,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2022-01-26,2022-01-29,National,1308,Provided,Not Available,0.1%,EL,0.051,Ελληνική Λύση,EL,ΕΛ
Abacus Research,Alpha TV,2022-01-19,2022-01-23,National,1012,Provided,Not Available,0.1%,EL,0.024,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2022-01-18,2022-01-22,National,1002,Provided,Not Available,0.1%,EL,0.054000000000000006,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Mega TV,2022-01-12,2022-01-18,National,1306,Provided,Not Available,0.1%,EL,0.051,Ελληνική Λύση,EL,ΕΛ
Prorata,iEidiseis,2022-01-14,2022-01-16,National,1000,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2022-01-10,2022-01-12,National,1414,Provided,Not Available,0.1%,EL,0.051,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-12-13,2021-12-18,National,1000,Provided,Not Available,0.1%,EL,0.042,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2021-12-13,2021-12-17,National,1000,Provided,Not Available,0.1%,EL,0.045,Ελληνική Λύση,EL,ΕΛ
Marc,Πρώτο ΘΕΜΑ,2021-12-13,2021-12-16,National,1010,Provided,Not Available,0.1%,EL,0.054000000000000006,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2021-12-14,2021-12-15,National,1885,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2021-12-13,2021-12-15,National,1365,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
Κάπα Research,,2021-12-13,2021-12-14,National,1003,Provided,Not Available,0.1%,EL,0.043,Ελληνική Λύση,EL,ΕΛ
MRB,,2021-12-13,2021-12-14,National,1000,Provided,Not Available,0.1%,EL,0.047,Ελληνική Λύση,EL,ΕΛ
MRB,,2021-12-01,2021-12-10,National,1500,Provided,Not Available,0.1%,EL,0.048,Ελληνική Λύση,EL,ΕΛ
GPO,Παραπολιτικά,2021-11-22,2021-11-25,National,1000,Provided,Not Available,0.1%,EL,0.040999999999999995,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2021-11-20,2021-11-25,National,4012,Provided,Not Available,0.1%,EL,0.046,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Mega TV,2021-11-16,2021-11-23,National,1503,Provided,Not Available,0.1%,EL,0.055999999999999994,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-11-15,2021-11-20,National,1000,Provided,Not Available,0.1%,EL,0.049,Ελληνική Λύση,EL,ΕΛ
Marc,Πρώτο ΘΕΜΑ,2021-11-14,2021-11-18,National,1003,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
MRB,Star,2021-11-12,2021-11-17,National,3281,Provided,Not Available,0.1%,EL,0.051,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2021-11-08,2021-11-13,National,1003,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Το Βήμα,2021-11-01,2021-11-09,National,2511,Provided,Not Available,0.1%,EL,0.057,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2021-11-03,2021-11-08,National,1734,Provided,Not Available,0.1%,EL,0.059000000000000004,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2021-10-27,2021-10-29,National,1000,Provided,Not Available,0.1%,EL,0.040999999999999995,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2021-10-22,2021-10-25,National,1907,Provided,Not Available,0.1%,EL,0.040999999999999995,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,Mononews,2021-10-13,2021-10-19,National,1005,Provided,Not Available,0.1%,EL,0.05,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-10-11,2021-10-16,National,1000,Provided,Not Available,0.1%,EL,0.05,Ελληνική Λύση,EL,ΕΛ
Interview,Political,2021-10-11,2021-10-14,National,1115,Provided,Not Available,0.1%,EL,0.054000000000000006,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2021-10-05,2021-10-12,National,1131,Provided,Not Available,0.1%,EL,0.036000000000000004,Ελληνική Λύση,EL,ΕΛ
Marc,ANT1,2021-10-06,2021-10-11,National,1007,Provided,Not Available,0.1%,EL,0.054000000000000006,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2021-09-27,2021-09-30,National,1105,Provided,Not Available,0.1%,EL,0.048,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Mega TV,2021-09-21,2021-09-27,National,1200,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2021-09-20,2021-09-24,National,1000,Provided,Not Available,0.1%,EL,0.04,Ελληνική Λύση,EL,ΕΛ
Marc,Πρώτο ΘΕΜΑ,2021-09-19,2021-09-23,National,1029,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
MRB,Star,2021-09-20,2021-09-21,National,1000,Provided,Not Available,0.1%,EL,0.046,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2021-09-19,2021-09-21,National,2018,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-09-13,2021-09-17,National,1000,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
GPO,Παραπολιτικά,2021-09-13,2021-09-15,National,1000,Provided,Not Available,0.1%,EL,0.042,Ελληνική Λύση,EL,ΕΛ
MRB,Star,2021-09-13,2021-09-15,National,1000,Provided,Not Available,0.1%,EL,0.044000000000000004,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,Political,2021-09-02,2021-09-07,National,1002,Provided,Not Available,0.1%,EL,0.045,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2021-08-23,2021-08-27,National,1325,Provided,Not Available,0.1%,EL,0.051,Ελληνική Λύση,EL,ΕΛ
GPO,Τα Νέα,2021-08-20,2021-08-25,National,1000,Provided,Not Available,0.1%,EL,0.048,Ελληνική Λύση,EL,ΕΛ
Prorata,iEidiseis,2021-08-23,2021-08-24,National,1800,Provided,Not Available,0.1%,EL,0.042,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-07-12,2021-07-17,National,1000,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Prorata,,2021-07-07,2021-07-11,National,1735,Provided,Not Available,0.1%,EL,0.036000000000000004,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2021-07-07,2021-07-10,National,1000,Provided,Not Available,0.1%,EL,0.043,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,tomanifesto.gr,2021-06-30,2021-07-07,National,1002,Provided,Not Available,0.1%,EL,0.043,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2021-06-27,2021-07-07,National,2611,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
MRB,,2021-06-23,2021-07-01,National,2000,Provided,Not Available,0.1%,EL,0.042,Ελληνική Λύση,EL,ΕΛ
GPO,Τα Νέα,2021-06-26,2021-06-29,National,1000,Provided,Not Available,0.1%,EL,0.048,Ελληνική Λύση,EL,ΕΛ
Marc,Πρώτο ΘΕΜΑ,2021-06-18,2021-06-24,National,1000,Provided,Not Available,0.1%,EL,0.043,Ελληνική Λύση,EL,ΕΛ
Interview,Βεργίνα TV,2021-06-17,2021-06-23,National,1211,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-06-15,2021-06-19,National,1000,Provided,Not Available,0.1%,EL,0.047,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2021-06-03,2021-06-05,National,1000,Provided,Not Available,0.1%,EL,0.040999999999999995,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2021-05-31,2021-06-02,National,1304,Provided,Not Available,0.1%,EL,0.046,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,,2021-05-18,2021-05-28,National,1605,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Mega TV,2021-05-18,2021-05-24,National,1202,Provided,Not Available,0.1%,EL,0.051,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-05-17,2021-05-21,National,1000,Provided,Not Available,0.1%,EL,0.047,Ελληνική Λύση,EL,ΕΛ
Interview,Βεργίνα TV,2021-05-11,2021-05-17,National,1405,Provided,Not Available,0.1%,EL,0.057999999999999996,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2021-05-05,2021-05-07,National,1005,Provided,Not Available,0.1%,EL,0.046,Ελληνική Λύση,EL,ΕΛ
Marc,Πρώτο ΘΕΜΑ,2021-04-22,2021-04-27,National,1025,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2021-04-23,2021-04-25,National,1305,Provided,Not Available,0.1%,EL,0.046,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,,2021-04-19,2021-04-23,National,1001,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Interview,Politic.gr,2021-04-19,2021-04-22,National,1205,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
Interview,Βεργίνα TV,2021-04-13,2021-04-19,National,1115,Provided,Not Available,0.1%,EL,0.059000000000000004,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-04-12,2021-04-16,National,1000,Provided,Not Available,0.1%,EL,0.049,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2021-04-06,2021-04-09,National,1000,Provided,Not Available,0.1%,EL,0.047,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2021-03-31,2021-04-06,National,1000,Provided,Not Available,0.1%,EL,0.038,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2021-03-26,2021-03-28,National,1306,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
Marc,Alpha TV,2021-03-19,2021-03-22,National,1003,Provided,Not Available,0.1%,EL,0.053,Ελληνική Λύση,EL,ΕΛ
Interview,Βεργίνα TV,2021-03-17,2021-03-22,National,1105,Provided,Not Available,0.1%,EL,0.059000000000000004,Ελληνική Λύση,EL,ΕΛ
Metron Analysis,Mega TV,2021-03-16,2021-03-22,National,1205,Provided,Not Available,0.1%,EL,0.057999999999999996,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-03-12,2021-03-17,National,1000,Provided,Not Available,0.1%,EL,0.049,Ελληνική Λύση,EL,ΕΛ
GPO,Powergame.gr,2021-03-03,2021-03-05,National,1000,Provided,Not Available,0.1%,EL,0.049,Ελληνική Λύση,EL,ΕΛ
GPO,Τα Νέα,2021-03-01,2021-03-03,National,1000,Provided,Not Available,0.1%,EL,0.049,Ελληνική Λύση,EL,ΕΛ
MRB,Star,2021-03-01,2021-03-03,National,1000,Provided,Not Available,0.1%,EL,0.057,Ελληνική Λύση,EL,ΕΛ
Pulse RC,ΣΚΑΪ,2021-02-26,2021-02-28,National,1306,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,Political,2021-02-22,2021-02-26,National,1001,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Prorata,Η Εφημερίδα των Συντακτών,2021-02-14,2021-02-22,National,1000,Provided,Not Available,0.1%,EL,0.032,Ελληνική Λύση,EL,ΕΛ
Opinion Poll,,2021-02-15,2021-02-19,National,1003,Provided,Not Available,0.1%,EL,0.055,Ελληνική Λύση,EL,ΕΛ
Alco,Open TV,2021-02-15,2021-02-18,National,1000,Provided,Not Available,0.1%,EL,0.052000000000000005,Ελληνική Λύση,EL,ΕΛ
Interview,Βεργίνα TV,2021-02-15,2021-02-17,National,1205,Provided,Not Available,0.1%,EL,0.057,Ελληνική Λύση,EL,ΕΛ
